,features,dicationary
vedio_install_50_to_80_percent_cnt,3.0,vedio_install_50%-80%个数
vedio_install_80_percent_cnt,1.0,vedio_install_80%个数
has_whatsapp,0.0,是否安装_whatsapp
last_update_time_of_whatsapp,-9999.0,whatsapp安装与更新时间差
update_time_to_apply_whatsapp_day,-9999.0,whatsapp更新与申请时间差
install_time_to_apply_whatsapp_day,-9999.0,whatsapp安装与申请时间差
has_chrome,0.0,是否安装_chrome
last_update_time_of_chrome,-9999.0,chrome安装与更新时间差
update_time_to_apply_chrome_day,-9999.0,chrome更新与申请时间差
install_time_to_apply_chrome_day,-9999.0,chrome安装与申请时间差
has_youtube,0.0,是否安装_youtube
last_update_time_of_youtube,-9999.0,youtube安装与更新时间差
update_time_to_apply_youtube_day,-9999.0,youtube更新与申请时间差
install_time_to_apply_youtube_day,-9999.0,youtube安装与申请时间差
has_google play store,0.0,是否安装_google play store
last_update_time_of_google play store,-9999.0,google play store安装与更新时间差
update_time_to_apply_google play store_day,-9999.0,google play store更新与申请时间差
install_time_to_apply_google play store_day,-9999.0,google play store安装与申请时间差
has_gmail,0.0,是否安装_gmail
last_update_time_of_gmail,-9999.0,gmail安装与更新时间差
update_time_to_apply_gmail_day,-9999.0,gmail更新与申请时间差
install_time_to_apply_gmail_day,-9999.0,gmail安装与申请时间差
has_facebook,0.0,是否安装_facebook
last_update_time_of_facebook,-9999.0,facebook安装与更新时间差
update_time_to_apply_facebook_day,-9999.0,facebook更新与申请时间差
install_time_to_apply_facebook_day,-9999.0,facebook安装与申请时间差
has_google,0.0,是否安装_google
last_update_time_of_google,-9999.0,google安装与更新时间差
update_time_to_apply_google_day,-9999.0,google更新与申请时间差
install_time_to_apply_google_day,-9999.0,google安装与申请时间差
has_maps,0.0,是否安装_maps
last_update_time_of_maps,-9999.0,maps安装与更新时间差
update_time_to_apply_maps_day,-9999.0,maps更新与申请时间差
install_time_to_apply_maps_day,-9999.0,maps安装与申请时间差
has_duo,0.0,是否安装_duo
last_update_time_of_duo,-9999.0,duo安装与更新时间差
update_time_to_apply_duo_day,-9999.0,duo更新与申请时间差
install_time_to_apply_duo_day,-9999.0,duo安装与申请时间差
has_messenger,0.0,是否安装_messenger
last_update_time_of_messenger,-9999.0,messenger安装与更新时间差
update_time_to_apply_messenger_day,-9999.0,messenger更新与申请时间差
install_time_to_apply_messenger_day,-9999.0,messenger安装与申请时间差
has_drive,0.0,是否安装_drive
last_update_time_of_drive,-9999.0,drive安装与更新时间差
update_time_to_apply_drive_day,-9999.0,drive更新与申请时间差
install_time_to_apply_drive_day,-9999.0,drive安装与申请时间差
has_youtube music,0.0,是否安装_youtube music
last_update_time_of_youtube music,-9999.0,youtube music安装与更新时间差
update_time_to_apply_youtube music_day,-9999.0,youtube music更新与申请时间差
install_time_to_apply_youtube music_day,-9999.0,youtube music安装与申请时间差
has_tiktok,0.0,是否安装_tiktok
last_update_time_of_tiktok,-9999.0,tiktok安装与更新时间差
update_time_to_apply_tiktok_day,-9999.0,tiktok更新与申请时间差
install_time_to_apply_tiktok_day,-9999.0,tiktok安装与申请时间差
has_netflix,0.0,是否安装_netflix
last_update_time_of_netflix,-9999.0,netflix安装与更新时间差
update_time_to_apply_netflix_day,-9999.0,netflix更新与申请时间差
install_time_to_apply_netflix_day,-9999.0,netflix安装与申请时间差
has_adakami,0.0,是否安装_adakami
last_update_time_of_adakami,-9999.0,adakami安装与更新时间差
update_time_to_apply_adakami_day,-9999.0,adakami更新与申请时间差
install_time_to_apply_adakami_day,-9999.0,adakami安装与申请时间差
has_wps office,0.0,是否安装_wps office
last_update_time_of_wps office,-9999.0,wps office安装与更新时间差
update_time_to_apply_wps office_day,-9999.0,wps office更新与申请时间差
install_time_to_apply_wps office_day,-9999.0,wps office安装与申请时间差
has_instagram,0.0,是否安装_instagram
last_update_time_of_instagram,-9999.0,instagram安装与更新时间差
update_time_to_apply_instagram_day,-9999.0,instagram更新与申请时间差
install_time_to_apply_instagram_day,-9999.0,instagram安装与申请时间差
has_bbva méxico,0.0,是否安装_bbva méxico
last_update_time_of_bbva méxico,-9999.0,bbva méxico安装与更新时间差
update_time_to_apply_bbva méxico_day,-9999.0,bbva méxico更新与申请时间差
install_time_to_apply_bbva méxico_day,-9999.0,bbva méxico安装与申请时间差
has_telcel,0.0,是否安装_telcel
last_update_time_of_telcel,-9999.0,telcel安装与更新时间差
update_time_to_apply_telcel_day,-9999.0,telcel更新与申请时间差
install_time_to_apply_telcel_day,-9999.0,telcel安装与申请时间差
has_mercado libre,0.0,是否安装_mercado libre
last_update_time_of_mercado libre,-9999.0,mercado libre安装与更新时间差
update_time_to_apply_mercado libre_day,-9999.0,mercado libre更新与申请时间差
install_time_to_apply_mercado libre_day,-9999.0,mercado libre安装与申请时间差
has_banco azteca,0.0,是否安装_banco azteca
last_update_time_of_banco azteca,-9999.0,banco azteca安装与更新时间差
update_time_to_apply_banco azteca_day,-9999.0,banco azteca更新与申请时间差
install_time_to_apply_banco azteca_day,-9999.0,banco azteca安装与申请时间差
has_spotify,0.0,是否安装_spotify
last_update_time_of_spotify,-9999.0,spotify安装与更新时间差
update_time_to_apply_spotify_day,-9999.0,spotify更新与申请时间差
install_time_to_apply_spotify_day,-9999.0,spotify安装与申请时间差
has_ample cash,0.0,是否安装_ample cash
last_update_time_of_ample cash,-9999.0,ample cash安装与更新时间差
update_time_to_apply_ample cash_day,-9999.0,ample cash更新与申请时间差
install_time_to_apply_ample cash_day,-9999.0,ample cash安装与申请时间差
has_pesox,0.0,是否安装_pesox
last_update_time_of_pesox,-9999.0,pesox安装与更新时间差
update_time_to_apply_pesox_day,-9999.0,pesox更新与申请时间差
install_time_to_apply_pesox_day,-9999.0,pesox安装与申请时间差
has_mercado pago,0.0,是否安装_mercado pago
last_update_time_of_mercado pago,-9999.0,mercado pago安装与更新时间差
update_time_to_apply_mercado pago_day,-9999.0,mercado pago更新与申请时间差
install_time_to_apply_mercado pago_day,-9999.0,mercado pago安装与申请时间差
has_okrédito,0.0,是否安装_okrédito
last_update_time_of_okrédito,-9999.0,okrédito安装与更新时间差
update_time_to_apply_okrédito_day,-9999.0,okrédito更新与申请时间差
install_time_to_apply_okrédito_day,-9999.0,okrédito安装与申请时间差
has_stori,0.0,是否安装_stori
last_update_time_of_stori,-9999.0,stori安装与更新时间差
update_time_to_apply_stori_day,-9999.0,stori更新与申请时间差
install_time_to_apply_stori_day,-9999.0,stori安装与申请时间差
has_confiar,0.0,是否安装_confiar
last_update_time_of_confiar,-9999.0,confiar安装与更新时间差
update_time_to_apply_confiar_day,-9999.0,confiar更新与申请时间差
install_time_to_apply_confiar_day,-9999.0,confiar安装与申请时间差
has_transfer,0.0,是否安装_transfer
last_update_time_of_transfer,-9999.0,transfer安装与更新时间差
update_time_to_apply_transfer_day,-9999.0,transfer更新与申请时间差
install_time_to_apply_transfer_day,-9999.0,transfer安装与申请时间差
has_enviar dinero,0.0,是否安装_enviar dinero
last_update_time_of_enviar dinero,-9999.0,enviar dinero安装与更新时间差
update_time_to_apply_enviar dinero_day,-9999.0,enviar dinero更新与申请时间差
install_time_to_apply_enviar dinero_day,-9999.0,enviar dinero安装与申请时间差
has_klar,0.0,是否安装_klar
last_update_time_of_klar,-9999.0,klar安装与更新时间差
update_time_to_apply_klar_day,-9999.0,klar更新与申请时间差
install_time_to_apply_klar_day,-9999.0,klar安装与申请时间差
has_cfecontigo,0.0,是否安装_cfecontigo
last_update_time_of_cfecontigo,-9999.0,cfecontigo安装与更新时间差
update_time_to_apply_cfecontigo_day,-9999.0,cfecontigo更新与申请时间差
install_time_to_apply_cfecontigo_day,-9999.0,cfecontigo安装与申请时间差
has_nu,0.0,是否安装_nu
last_update_time_of_nu,-9999.0,nu安装与更新时间差
update_time_to_apply_nu_day,-9999.0,nu更新与申请时间差
install_time_to_apply_nu_day,-9999.0,nu安装与申请时间差
has_santander,0.0,是否安装_santander
last_update_time_of_santander,-9999.0,santander安装与更新时间差
update_time_to_apply_santander_day,-9999.0,santander更新与申请时间差
install_time_to_apply_santander_day,-9999.0,santander安装与申请时间差
has_quincena,0.0,是否安装_quincena
last_update_time_of_quincena,-9999.0,quincena安装与更新时间差
update_time_to_apply_quincena_day,-9999.0,quincena更新与申请时间差
install_time_to_apply_quincena_day,-9999.0,quincena安装与申请时间差
has_bancoppel,0.0,是否安装_bancoppel
last_update_time_of_bancoppel,-9999.0,bancoppel安装与更新时间差
update_time_to_apply_bancoppel_day,-9999.0,bancoppel更新与申请时间差
install_time_to_apply_bancoppel_day,-9999.0,bancoppel安装与申请时间差
has_efectivo,0.0,是否安装_efectivo
last_update_time_of_efectivo,-9999.0,efectivo安装与更新时间差
update_time_to_apply_efectivo_day,-9999.0,efectivo更新与申请时间差
install_time_to_apply_efectivo_day,-9999.0,efectivo安装与申请时间差
has_cash cash,0.0,是否安装_cash cash
last_update_time_of_cash cash,-9999.0,cash cash安装与更新时间差
update_time_to_apply_cash cash_day,-9999.0,cash cash更新与申请时间差
install_time_to_apply_cash cash_day,-9999.0,cash cash安装与申请时间差
has_citibanamex,0.0,是否安装_citibanamex
last_update_time_of_citibanamex,-9999.0,citibanamex安装与更新时间差
update_time_to_apply_citibanamex_day,-9999.0,citibanamex更新与申请时间差
install_time_to_apply_citibanamex_day,-9999.0,citibanamex安装与申请时间差
has_cashplus,0.0,是否安装_cashplus
last_update_time_of_cashplus,-9999.0,cashplus安装与更新时间差
update_time_to_apply_cashplus_day,-9999.0,cashplus更新与申请时间差
install_time_to_apply_cashplus_day,-9999.0,cashplus安装与申请时间差
has_máslana,0.0,是否安装_máslana
last_update_time_of_máslana,-9999.0,máslana安装与更新时间差
update_time_to_apply_máslana_day,-9999.0,máslana更新与申请时间差
install_time_to_apply_máslana_day,-9999.0,máslana安装与申请时间差
has_banorte móvil,0.0,是否安装_banorte móvil
last_update_time_of_banorte móvil,-9999.0,banorte móvil安装与更新时间差
update_time_to_apply_banorte móvil_day,-9999.0,banorte móvil更新与申请时间差
install_time_to_apply_banorte móvil_day,-9999.0,banorte móvil安装与申请时间差
has_súper préstamo,0.0,是否安装_súper préstamo
last_update_time_of_súper préstamo,-9999.0,súper préstamo安装与更新时间差
update_time_to_apply_súper préstamo_day,-9999.0,súper préstamo更新与申请时间差
install_time_to_apply_súper préstamo_day,-9999.0,súper préstamo安装与申请时间差
has_préstamo rápido,0.0,是否安装_préstamo rápido
last_update_time_of_préstamo rápido,-9999.0,préstamo rápido安装与更新时间差
update_time_to_apply_préstamo rápido_day,-9999.0,préstamo rápido更新与申请时间差
install_time_to_apply_préstamo rápido_day,-9999.0,préstamo rápido安装与申请时间差
has_ap pesito,0.0,是否安装_ap pesito
last_update_time_of_ap pesito,-9999.0,ap pesito安装与更新时间差
update_time_to_apply_ap pesito_day,-9999.0,ap pesito更新与申请时间差
install_time_to_apply_ap pesito_day,-9999.0,ap pesito安装与申请时间差
has_cashbox,0.0,是否安装_cashbox
last_update_time_of_cashbox,-9999.0,cashbox安装与更新时间差
update_time_to_apply_cashbox_day,-9999.0,cashbox更新与申请时间差
install_time_to_apply_cashbox_day,-9999.0,cashbox安装与申请时间差
has_aprestamo plus,0.0,是否安装_aprestamo plus
last_update_time_of_aprestamo plus,-9999.0,aprestamo plus安装与更新时间差
update_time_to_apply_aprestamo plus_day,-9999.0,aprestamo plus更新与申请时间差
install_time_to_apply_aprestamo plus_day,-9999.0,aprestamo plus安装与申请时间差
has_pesopréstamos,0.0,是否安装_pesopréstamos
last_update_time_of_pesopréstamos,-9999.0,pesopréstamos安装与更新时间差
update_time_to_apply_pesopréstamos_day,-9999.0,pesopréstamos更新与申请时间差
